"","PANID","COLUPC","WEEK","UNITS","OUTLET","DOLLARS","IRI_KEY","L4","L5","VOL_EQ","COLOR","SIZE","ADDITIVES","NUMBER_OF_PLY","TYPE_OF_DISPENSER","per_unit_cost","per_sheet_cost","Panelist_Type","Combined_Income","Family_Size","HH_RACE","Type_Residential","Age_Group_Male","Education_Male","Occupation_Male","Male_Working_Hour","Age_Group_Female","Education_Female","Occupation_Female","Female_Working_Hour","No_Dogs","No_Cats","Children_Group_Code","Marital_Status","Is_pet","monetary","freq","day","M","F","R","cat"
"25167",3129023,13700033551,1116,3,"GR",4.95,653776,"PROCTER","PUFFS",2,"WHITE","MISSING","NO LOTIO","2 PLY","TOP & SI",1.65,0.00825,0,8,2,1,2,3,5,7,0,3,5,3,0,1,0,0,2,1,8.13,2,1164,3,1,4,2
"25170",3129130,13700033569,1158,1,"GR",4.33,264075,"PROCTER","PUFFS",2.88,"WHITE","MISSING","NO LOTIO","2 PLY","TOP OPEN",4.33,0.015034722,6,6,2,1,2,3,6,0,0,3,5,4,0,0,0,0,2,0,8.66,2,1158,3,1,3,2
"25171",3129130,13700033569,1146,1,"GR",4.33,264075,"PROCTER","PUFFS",2.88,"WHITE","MISSING","NO LOTIO","2 PLY","TOP OPEN",4.33,0.015034722,6,6,2,1,2,3,6,0,0,3,5,4,0,0,0,0,2,0,8.66,2,1158,3,1,3,2
"25175",3129171,13700033547,1164,1,"GR",0.95,257006,"PROCTER","PUFFS",1.08,"WHITE","MISSING","NO LOTIO","2 PLY","TOP OPEN",0.95,0.008796296,6,4,2,1,2,7,9,11,1,6,5,10,1,0,0,0,4,0,0.95,1,1164,0,0,4,2
"25179",3129171,33700062405,1160,1,"GR",1.75,257006,"PROCTER","PUFFS EX",1.44,"WHITE","FAMILY","MISSING","2 PLY","TOP & SI",1.75,0.012152778,6,4,2,1,2,7,9,11,1,6,5,10,1,0,0,0,4,0,1.75,1,1160,0,0,3,2
"25198",3129528,13700033549,1153,1,"GR",1.39,257871,"PROCTER","PUFFS",2.16,"WHITE","FAMILY","NO LOTIO","2 PLY","TOP & SI",1.39,0.006435185,5,4,3,1,2,7,9,11,1,5,7,4,0,1,1,2,3,1,4.37,2,1158,2,1,3,2
"25199",3129528,13700033549,1158,2,"MA",2.98,6002893,"PROCTER","PUFFS",2.16,"WHITE","FAMILY","NO LOTIO","2 PLY","TOP & SI",1.49,0.006898148,5,4,3,1,2,7,9,11,1,5,7,4,0,1,1,2,3,1,4.37,2,1158,2,1,3,2
"25201",3129601,13700033551,1164,1,"GR",1.59,233779,"PROCTER","PUFFS",2,"WHITE","MISSING","NO LOTIO","2 PLY","TOP & SI",1.59,0.00795,6,3,2,1,2,6,4,10,1,6,4,10,1,0,0,0,2,0,1.59,1,1164,0,0,4,2
"25212",3129643,13700033549,1158,3,"GR",4.77,653776,"PROCTER","PUFFS",2.16,"WHITE","FAMILY","NO LOTIO","2 PLY","TOP & SI",1.59,0.007361111,6,3,1,1,2,5,2,10,1,7,9,11,1,1,0,0,4,1,7.95,2,1158,3,1,3,2
"25213",3129643,13700033549,1143,2,"GR",3.18,653776,"PROCTER","PUFFS",2.16,"WHITE","FAMILY","NO LOTIO","2 PLY","TOP & SI",1.59,0.007361111,6,3,1,1,2,5,2,10,1,7,9,11,1,1,0,0,4,1,7.95,2,1158,3,1,3,2
"25214",3129643,13700033551,1148,1,"GR",1.59,653776,"PROCTER","PUFFS",2,"WHITE","MISSING","NO LOTIO","2 PLY","TOP & SI",1.59,0.00795,6,3,1,1,2,5,2,10,1,7,9,11,1,1,0,0,4,1,3.18,2,1164,1,1,4,2
"25215",3129643,13700033551,1164,1,"GR",1.59,653776,"PROCTER","PUFFS",2,"WHITE","MISSING","NO LOTIO","2 PLY","TOP & SI",1.59,0.00795,6,3,1,1,2,5,2,10,1,7,9,11,1,1,0,0,4,1,3.18,2,1164,1,1,4,2
"25239",3129742,23700033566,1161,1,"GR",4.47,257871,"PROCTER","PUFFS",6.48,"WHITE","MISSING","NO LOTIO","2 PLY","TOP & SI",4.47,0.006898148,6,3,1,0,1,7,9,11,1,6,4,10,1,0,0,0,4,0,4.47,1,1161,2,0,3,2
"25242",3129791,43700062811,1158,1,"GR",1.13,264075,"PROCTER","PUFFS AD",0.64,"WHITE","MISSING","MISSING","2 PLY","TOP OPEN",1.13,0.01765625,6,3,1,0,2,0,0,0,0,7,9,11,1,0,0,0,4,0,1.13,1,1158,0,0,3,2
"25287",3130302,23700062262,1156,1,"GR",1.59,233779,"PROCTER","PUFFS PL",1.44,"WHITE","FAMILY","ALOE VER","2 PLY","TOP & SI",1.59,0.011041667,6,6,1,0,2,0,0,0,0,7,9,11,1,0,0,0,4,0,1.59,1,1156,0,0,3,2
"25336",3130765,13700031680,1161,1,"GR",1.25,257006,"PROCTER","PUFFS PL",0.64,"WHITE","FULL SIZ","ALOE VER","2 PLY","TOP OPEN",1.25,0.01953125,6,6,2,1,1,6,6,10,1,6,6,10,1,0,0,0,2,0,1.25,1,1161,0,0,3,2
"25337",3130765,13700033549,1161,1,"GR",1.75,257006,"PROCTER","PUFFS",2.16,"WHITE","FAMILY","NO LOTIO","2 PLY","TOP & SI",1.75,0.008101852,6,6,2,1,1,6,6,10,1,6,6,10,1,0,0,0,2,0,5.41,3,1161,2,2,3,2
"25338",3130765,13700033549,1123,1,"GR",1.85,257006,"PROCTER","PUFFS",2.16,"WHITE","FAMILY","NO LOTIO","2 PLY","TOP & SI",1.85,0.008564815,6,6,2,1,1,6,6,10,1,6,6,10,1,0,0,0,2,0,5.41,3,1161,2,2,3,2
"25339",3130765,13700033549,1146,1,"GR",1.81,228037,"PROCTER","PUFFS",2.16,"WHITE","FAMILY","NO LOTIO","2 PLY","TOP & SI",1.81,0.00837963,6,6,2,1,1,6,6,10,1,6,6,10,1,0,0,0,2,0,5.41,3,1161,2,2,3,2
"25363",3130963,13700033544,1161,1,"GR",1.15,257871,"PROCTER","PUFFS",0.72,"WHITE","MISSING","NO LOTIO","2 PLY","TOP OPEN",1.15,0.015972222,6,6,1,0,2,0,0,0,0,7,9,11,1,0,0,0,2,0,1.15,1,1161,0,0,3,2
"25367",3130963,13700033551,1161,2,"GR",3.1,257871,"PROCTER","PUFFS",2,"WHITE","MISSING","NO LOTIO","2 PLY","TOP & SI",1.55,0.00775,6,6,1,0,2,0,0,0,0,7,9,11,1,0,0,0,2,0,4.49,2,1161,2,1,3,2
"25368",3130963,13700033551,1155,1,"GR",1.39,257871,"PROCTER","PUFFS",2,"WHITE","MISSING","NO LOTIO","2 PLY","TOP & SI",1.39,0.00695,6,6,1,0,2,0,0,0,0,7,9,11,1,0,0,0,2,0,4.49,2,1161,2,1,3,2
"25369",3130963,23700062262,1161,1,"GR",1.55,257871,"PROCTER","PUFFS PL",1.44,"WHITE","FAMILY","ALOE VER","2 PLY","TOP & SI",1.55,0.010763889,6,6,1,0,2,0,0,0,0,7,9,11,1,0,0,0,2,0,9.05,3,1161,3,2,3,2
"25370",3130963,23700062262,1150,1,"GR",1.5,257871,"PROCTER","PUFFS PL",1.44,"WHITE","FAMILY","ALOE VER","2 PLY","TOP & SI",1.5,0.010416667,6,6,1,0,2,0,0,0,0,7,9,11,1,0,0,0,2,0,9.05,3,1161,3,2,3,2
"25371",3130963,23700062262,1152,4,"GR",6,257871,"PROCTER","PUFFS PL",1.44,"WHITE","FAMILY","ALOE VER","2 PLY","TOP & SI",1.5,0.010416667,6,6,1,0,2,0,0,0,0,7,9,11,1,0,0,0,2,0,9.05,3,1161,3,2,3,2
"25384",3131110,13700033549,1156,1,"GR",1.53,264075,"PROCTER","PUFFS",2.16,"WHITE","FAMILY","NO LOTIO","2 PLY","TOP & SI",1.53,0.007083333,6,7,1,1,2,7,9,11,1,6,7,10,1,0,0,0,4,0,3.06,2,1156,1,1,3,2
"25385",3131110,13700033549,1149,1,"GR",1.53,264075,"PROCTER","PUFFS",2.16,"WHITE","FAMILY","NO LOTIO","2 PLY","TOP & SI",1.53,0.007083333,6,7,1,1,2,7,9,11,1,6,7,10,1,0,0,0,4,0,3.06,2,1156,1,1,3,2
"25395",3131151,13700031680,1163,2,"DR",3.38,651444,"PROCTER","PUFFS PL",0.64,"WHITE","FULL SIZ","ALOE VER","2 PLY","TOP OPEN",1.69,0.02640625,6,4,2,1,2,6,4,10,1,6,2,10,1,0,0,0,2,0,3.38,1,1163,1,0,4,2
"25410",3131284,13700033551,1162,1,"GR",1.59,233779,"PROCTER","PUFFS",2,"WHITE","MISSING","NO LOTIO","2 PLY","TOP & SI",1.59,0.00795,6,7,5,1,2,4,6,8,0,4,6,8,0,0,1,2,2,1,1.59,1,1162,0,0,3,2
"25457",3131417,23700033566,1159,1,"GR",4.63,264075,"PROCTER","PUFFS",6.48,"WHITE","MISSING","NO LOTIO","2 PLY","TOP & SI",4.63,0.007145062,6,3,1,0,1,0,0,0,0,7,9,11,1,0,0,0,4,0,4.63,1,1159,2,0,3,2
"25461",3131490,13700033531,1165,1,"GR",1.13,264075,"PROCTER","PUFFS",0.76,"WHITE","MISSING","NO LOTIO","2 PLY","TOP OPEN",1.13,0.014868421,6,12,4,1,2,5,7,1,0,4,5,2,0,1,0,0,2,1,1.13,1,1165,0,0,4,2
"25464",3131540,13700033549,1163,1,"GR",1.59,653776,"PROCTER","PUFFS",2.16,"WHITE","FAMILY","NO LOTIO","2 PLY","TOP & SI",1.59,0.007361111,6,7,4,1,2,3,4,1,0,3,4,13,1,0,0,1,2,0,1.59,1,1163,0,0,4,2
"25544",3131805,13700033551,1162,1,"GR",1.59,233779,"PROCTER","PUFFS",2,"WHITE","MISSING","NO LOTIO","2 PLY","TOP & SI",1.59,0.00795,6,2,2,1,2,6,4,10,1,6,3,1,0,0,0,0,2,0,3.18,2,1162,1,1,3,2
"25545",3131805,13700033551,1156,1,"GR",1.59,653776,"PROCTER","PUFFS",2,"WHITE","MISSING","NO LOTIO","2 PLY","TOP & SI",1.59,0.00795,6,2,2,1,2,6,4,10,1,6,3,1,0,0,0,0,2,0,3.18,2,1162,1,1,3,2
"25796",3133223,13700033549,1157,3,"GR",4.59,264075,"PROCTER","PUFFS",2.16,"WHITE","FAMILY","NO LOTIO","2 PLY","TOP & SI",1.53,0.007083333,6,7,2,1,2,6,6,10,1,6,6,10,1,0,0,0,2,0,4.59,1,1157,2,0,3,2
"25861",3133603,13700033551,1164,1,"GR",1.75,257006,"PROCTER","PUFFS",2,"WHITE","MISSING","NO LOTIO","2 PLY","TOP & SI",1.75,0.00875,6,4,2,1,2,6,6,2,0,5,4,13,1,0,0,0,2,0,1.75,1,1164,0,0,4,2
"25876",3133652,13700033544,1158,1,"GR",1.15,257871,"PROCTER","PUFFS",0.72,"WHITE","MISSING","NO LOTIO","2 PLY","TOP OPEN",1.15,0.015972222,6,7,2,1,2,5,6,10,1,5,4,1,0,1,1,0,2,1,1.15,1,1158,0,0,3,2
"25878",3133660,13700033549,1161,1,"GR",1.55,257871,"PROCTER","PUFFS",2.16,"WHITE","FAMILY","NO LOTIO","2 PLY","TOP & SI",1.55,0.007175926,6,1,1,1,2,7,9,11,1,6,3,10,1,0,0,0,4,0,3.1,2,1161,1,1,3,2
"25879",3133660,13700033549,1145,1,"GR",1.55,257871,"PROCTER","PUFFS",2.16,"WHITE","FAMILY","NO LOTIO","2 PLY","TOP & SI",1.55,0.007175926,6,1,1,1,2,7,9,11,1,6,3,10,1,0,0,0,4,0,3.1,2,1161,1,1,3,2
"25880",3133660,33700062405,1157,1,"GR",1.55,257871,"PROCTER","PUFFS EX",1.44,"WHITE","FAMILY","MISSING","2 PLY","TOP & SI",1.55,0.010763889,6,1,1,1,2,7,9,11,1,6,3,10,1,0,0,0,4,0,4.69,3,1157,2,2,3,2
"25881",3133660,33700062405,1151,1,"GR",1.55,257871,"PROCTER","PUFFS EX",1.44,"WHITE","FAMILY","MISSING","2 PLY","TOP & SI",1.55,0.010763889,6,1,1,1,2,7,9,11,1,6,3,10,1,0,0,0,4,0,4.69,3,1157,2,2,3,2
"25882",3133660,33700062405,1137,1,"GR",1.59,257871,"PROCTER","PUFFS EX",1.44,"WHITE","FAMILY","MISSING","2 PLY","TOP & SI",1.59,0.011041667,6,1,1,1,2,7,9,11,1,6,3,10,1,0,0,0,4,0,4.69,3,1157,2,2,3,2
"25895",3133926,13700033551,1158,1,"GR",1.59,653776,"PROCTER","PUFFS",2,"WHITE","MISSING","NO LOTIO","2 PLY","TOP & SI",1.59,0.00795,6,10,2,1,2,6,8,1,0,4,8,2,0,1,0,0,3,1,1.59,1,1158,0,0,3,2
"25903",3134320,13700033544,1157,1,"GR",1.15,257871,"PROCTER","PUFFS",0.72,"WHITE","MISSING","NO LOTIO","2 PLY","TOP OPEN",1.15,0.015972222,6,5,2,1,1,7,9,11,1,4,5,2,0,0,0,0,3,0,1.15,1,1157,0,0,3,2
"25948",3134601,23700062262,1164,2,"GR",3.06,264075,"PROCTER","PUFFS PL",1.44,"WHITE","FAMILY","ALOE VER","2 PLY","TOP & SI",1.53,0.010625,6,11,2,1,2,6,6,10,1,6,7,10,1,0,0,0,2,0,3.06,1,1164,1,0,4,2
"25950",3134601,33700062405,1165,3,"GR",4.59,264075,"PROCTER","PUFFS EX",1.44,"WHITE","FAMILY","MISSING","2 PLY","TOP & SI",1.53,0.010625,6,11,2,1,2,6,6,10,1,6,7,10,1,0,0,0,2,0,6.12,2,1165,2,1,4,2
"25951",3134601,33700062405,1162,1,"GR",1.53,264075,"PROCTER","PUFFS EX",1.44,"WHITE","FAMILY","MISSING","2 PLY","TOP & SI",1.53,0.010625,6,11,2,1,2,6,6,10,1,6,7,10,1,0,0,0,2,0,6.12,2,1165,2,1,4,2
"25953",3134601,43700062811,1164,1,"GR",1.13,264075,"PROCTER","PUFFS AD",0.64,"WHITE","MISSING","MISSING","2 PLY","TOP OPEN",1.13,0.01765625,6,11,2,1,2,6,6,10,1,6,7,10,1,0,0,0,2,0,2.26,2,1164,1,1,4,2
"25954",3134601,43700062811,1146,1,"GR",1.13,264075,"PROCTER","PUFFS AD",0.64,"WHITE","MISSING","MISSING","2 PLY","TOP OPEN",1.13,0.01765625,6,11,2,1,2,6,6,10,1,6,7,10,1,0,0,0,2,0,2.26,2,1164,1,1,4,2
"25983",3134676,13700033551,1164,1,"GR",1.53,264075,"PROCTER","PUFFS",2,"WHITE","MISSING","NO LOTIO","2 PLY","TOP & SI",1.53,0.00765,6,5,1,1,1,7,9,11,1,6,4,10,1,0,0,0,4,0,4.59,2,1164,2,1,4,2
"25984",3134676,13700033551,1163,2,"GR",3.06,264075,"PROCTER","PUFFS",2,"WHITE","MISSING","NO LOTIO","2 PLY","TOP & SI",1.53,0.00765,6,5,1,1,1,7,9,11,1,6,4,10,1,0,0,0,4,0,4.59,2,1164,2,1,4,2
"26025",3134957,23700062262,1156,1,"GR",1.53,264075,"PROCTER","PUFFS PL",1.44,"WHITE","FAMILY","ALOE VER","2 PLY","TOP & SI",1.53,0.010625,6,3,1,1,1,7,9,11,1,1,5,1,0,0,0,0,1,0,1.53,1,1156,0,0,3,2
"26044",3135145,33700062405,1164,1,"GR",1.53,264075,"PROCTER","PUFFS EX",1.44,"WHITE","FAMILY","MISSING","2 PLY","TOP & SI",1.53,0.010625,6,11,2,1,2,5,7,1,0,5,7,13,1,0,0,0,2,0,3.06,2,1165,1,1,4,2
"26045",3135145,33700062405,1165,1,"GR",1.53,264075,"PROCTER","PUFFS EX",1.44,"WHITE","FAMILY","MISSING","2 PLY","TOP & SI",1.53,0.010625,6,11,2,1,2,5,7,1,0,5,7,13,1,0,0,0,2,0,3.06,2,1165,1,1,4,2
"26049",3135160,23700033566,1164,1,"GR",4.63,264075,"PROCTER","PUFFS",6.48,"WHITE","MISSING","NO LOTIO","2 PLY","TOP & SI",4.63,0.007145062,6,12,5,1,2,5,7,1,0,5,7,3,0,0,0,0,2,0,9.3,2,1164,3,1,4,2
"26050",3135160,23700033566,1130,1,"GR",4.67,264075,"PROCTER","PUFFS",6.48,"WHITE","MISSING","NO LOTIO","2 PLY","TOP & SI",4.67,0.00720679,6,12,5,1,2,5,7,1,0,5,7,3,0,0,0,0,2,0,9.3,2,1164,3,1,4,2
"26077",3135848,13700033549,1142,1,"GR",1.53,264075,"PROCTER","PUFFS",2.16,"WHITE","FAMILY","NO LOTIO","2 PLY","TOP & SI",1.53,0.007083333,6,7,3,1,1,4,5,13,1,3,7,3,0,1,0,0,1,1,3.12,2,1157,1,1,3,2
"26078",3135848,13700033549,1157,1,"GR",1.59,233779,"PROCTER","PUFFS",2.16,"WHITE","FAMILY","NO LOTIO","2 PLY","TOP & SI",1.59,0.007361111,6,7,3,1,1,4,5,13,1,3,7,3,0,1,0,0,1,1,3.12,2,1157,1,1,3,2
"26081",3135871,13700033544,1165,1,"GR",1.25,257006,"PROCTER","PUFFS",0.72,"WHITE","MISSING","NO LOTIO","2 PLY","TOP OPEN",1.25,0.017361111,6,5,2,1,1,6,3,10,1,6,4,10,1,0,0,0,4,0,1.25,1,1165,0,0,4,2
"26082",3135871,23700062262,1137,1,"GR",1.87,228037,"PROCTER","PUFFS PL",1.44,"WHITE","FAMILY","ALOE VER","2 PLY","TOP & SI",1.87,0.012986111,6,5,2,1,1,6,3,10,1,6,4,10,1,0,0,0,4,0,3.55,2,1163,1,1,4,2
"26083",3135871,23700062262,1163,1,"GR",1.68,228037,"PROCTER","PUFFS PL",1.44,"WHITE","FAMILY","ALOE VER","2 PLY","TOP & SI",1.68,0.011666667,6,5,2,1,1,6,3,10,1,6,4,10,1,0,0,0,4,0,3.55,2,1163,1,1,4,2
"26084",3135871,33700062405,1141,1,"GR",1.49,228037,"PROCTER","PUFFS EX",1.44,"WHITE","FAMILY","MISSING","2 PLY","TOP & SI",1.49,0.010347222,6,5,2,1,1,6,3,10,1,6,4,10,1,0,0,0,4,0,4.99,3,1161,2,2,3,2
"26085",3135871,33700062405,1154,1,"GR",1.75,228037,"PROCTER","PUFFS EX",1.44,"WHITE","FAMILY","MISSING","2 PLY","TOP & SI",1.75,0.012152778,6,5,2,1,1,6,3,10,1,6,4,10,1,0,0,0,4,0,4.99,3,1161,2,2,3,2
"26086",3135871,33700062405,1161,1,"GR",1.75,228037,"PROCTER","PUFFS EX",1.44,"WHITE","FAMILY","MISSING","2 PLY","TOP & SI",1.75,0.012152778,6,5,2,1,1,6,3,10,1,6,4,10,1,0,0,0,4,0,4.99,3,1161,2,2,3,2
"26089",3135913,43700062811,1164,1,"GR",1.13,264075,"PROCTER","PUFFS AD",0.64,"WHITE","MISSING","MISSING","2 PLY","TOP OPEN",1.13,0.01765625,6,4,1,1,2,6,4,10,1,7,9,11,1,0,0,0,4,0,3.39,3,1164,1,2,4,2
"26090",3135913,43700062811,1163,1,"GR",1.13,264075,"PROCTER","PUFFS AD",0.64,"WHITE","MISSING","MISSING","2 PLY","TOP OPEN",1.13,0.01765625,6,4,1,1,2,6,4,10,1,7,9,11,1,0,0,0,4,0,3.39,3,1164,1,2,4,2
"26091",3135913,43700062811,1162,1,"GR",1.13,264075,"PROCTER","PUFFS AD",0.64,"WHITE","MISSING","MISSING","2 PLY","TOP OPEN",1.13,0.01765625,6,4,1,1,2,6,4,10,1,7,9,11,1,0,0,0,4,0,3.39,3,1164,1,2,4,2
"26145",3136606,43700062811,1164,2,"GR",2.26,264075,"PROCTER","PUFFS AD",0.64,"WHITE","MISSING","MISSING","2 PLY","TOP OPEN",1.13,0.01765625,6,9,2,1,2,7,9,11,1,5,4,7,0,1,0,0,4,1,2.26,1,1164,1,0,4,2
"26160",3136788,13700033549,1148,3,"GR",4.59,264075,"PROCTER","PUFFS",2.16,"WHITE","FAMILY","NO LOTIO","2 PLY","TOP & SI",1.53,0.007083333,5,7,3,1,2,4,4,4,0,4,6,6,0,0,0,2,2,0,9.18,2,1157,3,1,3,2
"26161",3136788,13700033549,1157,3,"GR",4.59,264075,"PROCTER","PUFFS",2.16,"WHITE","FAMILY","NO LOTIO","2 PLY","TOP & SI",1.53,0.007083333,5,7,3,1,2,4,4,4,0,4,6,6,0,0,0,2,2,0,9.18,2,1157,3,1,3,2
"26162",3136788,23700033566,1149,2,"GR",9.26,264075,"PROCTER","PUFFS",6.48,"WHITE","MISSING","NO LOTIO","2 PLY","TOP & SI",4.63,0.007145062,5,7,3,1,2,4,4,4,0,4,6,6,0,0,0,2,2,0,18.52,2,1163,4,1,4,2
"26163",3136788,23700033566,1163,2,"GR",9.26,264075,"PROCTER","PUFFS",6.48,"WHITE","MISSING","NO LOTIO","2 PLY","TOP & SI",4.63,0.007145062,5,7,3,1,2,4,4,4,0,4,6,6,0,0,0,2,2,0,18.52,2,1163,4,1,4,2
"26169",3136804,13700031680,1165,1,"GR",1.25,257006,"PROCTER","PUFFS PL",0.64,"WHITE","FULL SIZ","ALOE VER","2 PLY","TOP OPEN",1.25,0.01953125,6,6,1,1,2,7,9,11,1,6,4,10,1,0,0,0,4,0,1.25,1,1165,0,0,4,2
"26212",3137265,23700062262,1158,1,"GR",1.59,653776,"PROCTER","PUFFS PL",1.44,"WHITE","FAMILY","ALOE VER","2 PLY","TOP & SI",1.59,0.011041667,6,8,3,1,2,2,4,3,0,2,6,13,1,0,0,1,2,0,1.59,1,1158,0,0,3,2
"26219",3137489,33700062405,1147,1,"GR",1.81,228037,"PROCTER","PUFFS EX",1.44,"WHITE","FAMILY","MISSING","2 PLY","TOP & SI",1.81,0.012569444,6,7,1,0,1,7,9,11,1,6,6,10,1,0,0,0,4,0,5.17,3,1165,2,2,4,2
"26220",3137489,33700062405,1165,1,"GR",1.68,228037,"PROCTER","PUFFS EX",1.44,"WHITE","FAMILY","MISSING","2 PLY","TOP & SI",1.68,0.011666667,6,7,1,0,1,7,9,11,1,6,6,10,1,0,0,0,4,0,5.17,3,1165,2,2,4,2
"26221",3137489,33700062405,1162,1,"GR",1.68,228037,"PROCTER","PUFFS EX",1.44,"WHITE","FAMILY","MISSING","2 PLY","TOP & SI",1.68,0.011666667,6,7,1,0,1,7,9,11,1,6,6,10,1,0,0,0,4,0,5.17,3,1165,2,2,4,2
"26233",3137869,13700033549,1160,1,"GR",1.75,228037,"PROCTER","PUFFS",2.16,"WHITE","FAMILY","NO LOTIO","2 PLY","TOP & SI",1.75,0.008101852,6,7,3,1,1,3,5,5,0,3,4,13,1,1,0,0,2,1,1.75,1,1160,0,0,3,2
"26252",3138420,13700033544,1156,1,"GR",1.15,257871,"PROCTER","PUFFS",0.72,"WHITE","MISSING","NO LOTIO","2 PLY","TOP OPEN",1.15,0.015972222,6,9,4,1,2,3,5,1,0,3,5,1,0,1,0,2,2,1,1.15,1,1156,0,0,3,2
"26255",3138511,23700033566,1161,1,"GR",4.47,257871,"PROCTER","PUFFS",6.48,"WHITE","MISSING","NO LOTIO","2 PLY","TOP & SI",4.47,0.006898148,0,2,3,1,1,7,9,11,1,3,4,3,0,0,1,1,5,1,4.47,1,1161,2,0,3,2
"26258",3138560,13700031680,1164,1,"GR",1.15,257871,"PROCTER","PUFFS PL",0.64,"WHITE","FULL SIZ","ALOE VER","2 PLY","TOP OPEN",1.15,0.01796875,6,4,1,1,2,7,9,11,1,6,4,10,1,0,0,0,4,0,3.45,2,1164,1,1,4,2
"26259",3138560,13700031680,1156,2,"GR",2.3,257871,"PROCTER","PUFFS PL",0.64,"WHITE","FULL SIZ","ALOE VER","2 PLY","TOP OPEN",1.15,0.01796875,6,4,1,1,2,7,9,11,1,6,4,10,1,0,0,0,4,0,3.45,2,1164,1,1,4,2
"26260",3138560,13700033551,1156,1,"GR",1.39,257871,"PROCTER","PUFFS",2,"WHITE","MISSING","NO LOTIO","2 PLY","TOP & SI",1.39,0.00695,6,4,1,1,2,7,9,11,1,6,4,10,1,0,0,0,4,0,1.39,1,1156,0,0,3,2
"26289",3138859,13700033549,1164,1,"GR",1.68,228037,"PROCTER","PUFFS",2.16,"WHITE","FAMILY","NO LOTIO","2 PLY","TOP & SI",1.68,0.007777778,6,7,2,1,1,6,5,10,1,6,7,10,1,0,0,0,2,0,1.68,1,1164,0,0,4,2
"26291",3138925,33700062405,1164,1,"GR",1.53,264075,"PROCTER","PUFFS EX",1.44,"WHITE","FAMILY","MISSING","2 PLY","TOP & SI",1.53,0.010625,0,8,4,1,1,2,7,1,0,2,7,13,1,1,0,1,2,1,1.53,1,1164,0,0,4,2
"26293",3138982,13700031680,1158,1,"GR",1.13,264075,"PROCTER","PUFFS PL",0.64,"WHITE","FULL SIZ","ALOE VER","2 PLY","TOP OPEN",1.13,0.01765625,6,12,3,1,2,5,7,1,0,4,7,1,0,1,0,2,2,1,4.52,3,1158,2,2,3,2
"26294",3138982,13700031680,1153,2,"GR",2.26,264075,"PROCTER","PUFFS PL",0.64,"WHITE","FULL SIZ","ALOE VER","2 PLY","TOP OPEN",1.13,0.01765625,6,12,3,1,2,5,7,1,0,4,7,1,0,1,0,2,2,1,4.52,3,1158,2,2,3,2
"26295",3138982,13700031680,1156,1,"GR",1.13,264075,"PROCTER","PUFFS PL",0.64,"WHITE","FULL SIZ","ALOE VER","2 PLY","TOP OPEN",1.13,0.01765625,6,12,3,1,2,5,7,1,0,4,7,1,0,1,0,2,2,1,4.52,3,1158,2,2,3,2
"26313",3139121,23700062262,1151,1,"GR",1.59,653776,"PROCTER","PUFFS PL",1.44,"WHITE","FAMILY","ALOE VER","2 PLY","TOP & SI",1.59,0.011041667,6,9,2,1,2,4,4,7,0,4,4,7,0,0,0,0,2,0,4.73,3,1157,2,2,3,2
"26314",3139121,23700062262,1153,1,"GR",1.59,653776,"PROCTER","PUFFS PL",1.44,"WHITE","FAMILY","ALOE VER","2 PLY","TOP & SI",1.59,0.011041667,6,9,2,1,2,4,4,7,0,4,4,7,0,0,0,0,2,0,4.73,3,1157,2,2,3,2
"26315",3139121,23700062262,1157,1,"GR",1.55,257871,"PROCTER","PUFFS PL",1.44,"WHITE","FAMILY","ALOE VER","2 PLY","TOP & SI",1.55,0.010763889,6,9,2,1,2,4,4,7,0,4,4,7,0,0,0,0,2,0,4.73,3,1157,2,2,3,2
"26333",3139204,23700062960,1157,1,"GR",4.63,264075,"PROCTER","PUFFS PL",4.32,"WHITE","FAMILY","ALOE VER","2 PLY","TOP & SI",4.63,0.010717593,0,9,2,1,2,6,7,10,1,6,7,10,1,1,0,0,2,1,4.63,1,1157,2,0,3,2
"26334",3139212,13700033549,1161,1,"GR",1.55,257871,"PROCTER","PUFFS",2.16,"WHITE","FAMILY","NO LOTIO","2 PLY","TOP & SI",1.55,0.007175926,0,1,1,1,2,4,4,8,0,7,9,11,1,0,1,0,1,1,1.55,1,1161,0,0,3,2
"26360",3139733,13700033549,1159,1,"GR",1.53,264075,"PROCTER","PUFFS",2.16,"WHITE","FAMILY","NO LOTIO","2 PLY","TOP & SI",1.53,0.007083333,0,11,3,5,2,4,8,1,0,3,8,1,0,0,0,1,2,0,1.53,1,1159,0,0,3,2
"26361",3139733,13700033551,1159,2,"GR",3.06,264075,"PROCTER","PUFFS",2,"WHITE","MISSING","NO LOTIO","2 PLY","TOP & SI",1.53,0.00765,0,11,3,5,2,4,8,1,0,3,8,1,0,0,0,1,2,0,3.06,1,1159,1,0,3,2
"26366",3139808,13700033549,1159,3,"GR",4.59,264075,"PROCTER","PUFFS",2.16,"WHITE","FAMILY","NO LOTIO","2 PLY","TOP & SI",1.53,0.007083333,0,8,2,1,2,5,3,7,0,5,4,4,0,0,0,0,2,0,4.59,1,1159,2,0,3,2
"26371",3139972,23700062262,1159,1,"GR",1.95,200564,"PROCTER","PUFFS PL",1.44,"WHITE","FAMILY","ALOE VER","2 PLY","TOP & SI",1.95,0.013541667,6,2,2,5,1,7,9,11,1,1,4,13,1,0,1,0,1,1,1.95,1,1159,0,0,3,2
