"","PANID","COLUPC","WEEK","UNITS","OUTLET","DOLLARS","IRI_KEY","L4","L5","VOL_EQ","COLOR","SIZE","ADDITIVES","NUMBER_OF_PLY","TYPE_OF_DISPENSER","per_unit_cost","per_sheet_cost","Panelist_Type","Combined_Income","Family_Size","HH_RACE","Type_Residential","Age_Group_Male","Education_Male","Occupation_Male","Male_Working_Hour","Age_Group_Female","Education_Female","Occupation_Female","Female_Working_Hour","No_Dogs","No_Cats","Children_Group_Code","Marital_Status","Is_pet","monetary","freq","day","M","F","R","cat"
"513",1103895,13700033549,1165,1,"GR",2.09,652159,"PROCTER","PUFFS",2.16,"WHITE","FAMILY","NO LOTIO","2 PLY","TOP & SI",2.09,0.009675926,0,6,2,1,2,6,5,10,1,6,4,10,1,0,0,0,2,0,18.81,7,1165,4,4,4,1
"514",1103895,13700033549,1165,1,"GR",2.09,652159,"PROCTER","PUFFS",2.16,"WHITE","FAMILY","NO LOTIO","2 PLY","TOP & SI",2.09,0.009675926,0,6,2,1,2,6,5,10,1,6,4,10,1,0,0,0,2,0,18.81,7,1165,4,4,4,1
"515",1103895,13700033549,1137,3,"GR",6.27,652159,"PROCTER","PUFFS",2.16,"WHITE","FAMILY","NO LOTIO","2 PLY","TOP & SI",2.09,0.009675926,0,6,2,1,2,6,5,10,1,6,4,10,1,0,0,0,2,0,18.81,7,1165,4,4,4,1
"516",1103895,13700033549,1165,1,"GR",2.09,652159,"PROCTER","PUFFS",2.16,"WHITE","FAMILY","NO LOTIO","2 PLY","TOP & SI",2.09,0.009675926,0,6,2,1,2,6,5,10,1,6,4,10,1,0,0,0,2,0,18.81,7,1165,4,4,4,1
"517",1103895,13700033549,1131,1,"GR",2.09,652159,"PROCTER","PUFFS",2.16,"WHITE","FAMILY","NO LOTIO","2 PLY","TOP & SI",2.09,0.009675926,0,6,2,1,2,6,5,10,1,6,4,10,1,0,0,0,2,0,18.81,7,1165,4,4,4,1
"518",1103895,13700033549,1131,1,"GR",2.09,652159,"PROCTER","PUFFS",2.16,"WHITE","FAMILY","NO LOTIO","2 PLY","TOP & SI",2.09,0.009675926,0,6,2,1,2,6,5,10,1,6,4,10,1,0,0,0,2,0,18.81,7,1165,4,4,4,1
"519",1103895,13700033549,1131,1,"GR",2.09,652159,"PROCTER","PUFFS",2.16,"WHITE","FAMILY","NO LOTIO","2 PLY","TOP & SI",2.09,0.009675926,0,6,2,1,2,6,5,10,1,6,4,10,1,0,0,0,2,0,18.81,7,1165,4,4,4,1
"863",1106393,23700062262,1120,1,"GR",1.99,648764,"PROCTER","PUFFS PL",1.44,"WHITE","FAMILY","ALOE VER","2 PLY","TOP & SI",1.99,0.013819444,0,11,2,1,2,7,9,11,1,6,6,13,1,0,0,0,4,0,33.73,16,1163,4,4,4,1
"864",1106393,23700062262,1157,1,"GR",1.99,648764,"PROCTER","PUFFS PL",1.44,"WHITE","FAMILY","ALOE VER","2 PLY","TOP & SI",1.99,0.013819444,0,11,2,1,2,7,9,11,1,6,6,13,1,0,0,0,4,0,33.73,16,1163,4,4,4,1
"865",1106393,23700062262,1146,1,"GR",1.99,648764,"PROCTER","PUFFS PL",1.44,"WHITE","FAMILY","ALOE VER","2 PLY","TOP & SI",1.99,0.013819444,0,11,2,1,2,7,9,11,1,6,6,13,1,0,0,0,4,0,33.73,16,1163,4,4,4,1
"866",1106393,23700062262,1163,1,"GR",1.89,648764,"PROCTER","PUFFS PL",1.44,"WHITE","FAMILY","ALOE VER","2 PLY","TOP & SI",1.89,0.013125,0,11,2,1,2,7,9,11,1,6,6,13,1,0,0,0,4,0,33.73,16,1163,4,4,4,1
"867",1106393,23700062262,1132,1,"GR",1.99,648764,"PROCTER","PUFFS PL",1.44,"WHITE","FAMILY","ALOE VER","2 PLY","TOP & SI",1.99,0.013819444,0,11,2,1,2,7,9,11,1,6,6,13,1,0,0,0,4,0,33.73,16,1163,4,4,4,1
"868",1106393,23700062262,1121,1,"GR",1.99,648764,"PROCTER","PUFFS PL",1.44,"WHITE","FAMILY","ALOE VER","2 PLY","TOP & SI",1.99,0.013819444,0,11,2,1,2,7,9,11,1,6,6,13,1,0,0,0,4,0,33.73,16,1163,4,4,4,1
"869",1106393,23700062262,1129,2,"GR",3.98,648764,"PROCTER","PUFFS PL",1.44,"WHITE","FAMILY","ALOE VER","2 PLY","TOP & SI",1.99,0.013819444,0,11,2,1,2,7,9,11,1,6,6,13,1,0,0,0,4,0,33.73,16,1163,4,4,4,1
"870",1106393,23700062262,1138,1,"GR",1.99,648764,"PROCTER","PUFFS PL",1.44,"WHITE","FAMILY","ALOE VER","2 PLY","TOP & SI",1.99,0.013819444,0,11,2,1,2,7,9,11,1,6,6,13,1,0,0,0,4,0,33.73,16,1163,4,4,4,1
"871",1106393,23700062262,1145,1,"GR",1.99,648764,"PROCTER","PUFFS PL",1.44,"WHITE","FAMILY","ALOE VER","2 PLY","TOP & SI",1.99,0.013819444,0,11,2,1,2,7,9,11,1,6,6,13,1,0,0,0,4,0,33.73,16,1163,4,4,4,1
"872",1106393,23700062262,1154,1,"GR",1.99,648764,"PROCTER","PUFFS PL",1.44,"WHITE","FAMILY","ALOE VER","2 PLY","TOP & SI",1.99,0.013819444,0,11,2,1,2,7,9,11,1,6,6,13,1,0,0,0,4,0,33.73,16,1163,4,4,4,1
"873",1106393,23700062262,1137,1,"GR",1.99,648764,"PROCTER","PUFFS PL",1.44,"WHITE","FAMILY","ALOE VER","2 PLY","TOP & SI",1.99,0.013819444,0,11,2,1,2,7,9,11,1,6,6,13,1,0,0,0,4,0,33.73,16,1163,4,4,4,1
"874",1106393,23700062262,1147,1,"GR",1.99,648764,"PROCTER","PUFFS PL",1.44,"WHITE","FAMILY","ALOE VER","2 PLY","TOP & SI",1.99,0.013819444,0,11,2,1,2,7,9,11,1,6,6,13,1,0,0,0,4,0,33.73,16,1163,4,4,4,1
"875",1106393,23700062262,1118,1,"GR",1.99,648764,"PROCTER","PUFFS PL",1.44,"WHITE","FAMILY","ALOE VER","2 PLY","TOP & SI",1.99,0.013819444,0,11,2,1,2,7,9,11,1,6,6,13,1,0,0,0,4,0,33.73,16,1163,4,4,4,1
"876",1106393,23700062262,1124,1,"GR",1.99,648764,"PROCTER","PUFFS PL",1.44,"WHITE","FAMILY","ALOE VER","2 PLY","TOP & SI",1.99,0.013819444,0,11,2,1,2,7,9,11,1,6,6,13,1,0,0,0,4,0,33.73,16,1163,4,4,4,1
"877",1106393,23700062262,1133,1,"GR",1.99,648764,"PROCTER","PUFFS PL",1.44,"WHITE","FAMILY","ALOE VER","2 PLY","TOP & SI",1.99,0.013819444,0,11,2,1,2,7,9,11,1,6,6,13,1,0,0,0,4,0,33.73,16,1163,4,4,4,1
"878",1106393,23700062262,1140,1,"GR",1.99,648764,"PROCTER","PUFFS PL",1.44,"WHITE","FAMILY","ALOE VER","2 PLY","TOP & SI",1.99,0.013819444,0,11,2,1,2,7,9,11,1,6,6,13,1,0,0,0,4,0,33.73,16,1163,4,4,4,1
"2298",1119008,23700062262,1145,1,"GR",1.99,248128,"PROCTER","PUFFS PL",1.44,"WHITE","FAMILY","ALOE VER","2 PLY","TOP & SI",1.99,0.013819444,0,7,2,1,2,6,4,10,1,6,4,10,1,0,0,0,2,0,14.33,7,1163,4,4,4,1
"2299",1119008,23700062262,1145,1,"GR",1.99,248128,"PROCTER","PUFFS PL",1.44,"WHITE","FAMILY","ALOE VER","2 PLY","TOP & SI",1.99,0.013819444,0,7,2,1,2,6,4,10,1,6,4,10,1,0,0,0,2,0,14.33,7,1163,4,4,4,1
"2300",1119008,23700062262,1132,1,"GR",2.09,652159,"PROCTER","PUFFS PL",1.44,"WHITE","FAMILY","ALOE VER","2 PLY","TOP & SI",2.09,0.014513889,0,7,2,1,2,6,4,10,1,6,4,10,1,0,0,0,2,0,14.33,7,1163,4,4,4,1
"2301",1119008,23700062262,1145,1,"GR",1.99,248128,"PROCTER","PUFFS PL",1.44,"WHITE","FAMILY","ALOE VER","2 PLY","TOP & SI",1.99,0.013819444,0,7,2,1,2,6,4,10,1,6,4,10,1,0,0,0,2,0,14.33,7,1163,4,4,4,1
"2302",1119008,23700062262,1132,1,"GR",2.09,652159,"PROCTER","PUFFS PL",1.44,"WHITE","FAMILY","ALOE VER","2 PLY","TOP & SI",2.09,0.014513889,0,7,2,1,2,6,4,10,1,6,4,10,1,0,0,0,2,0,14.33,7,1163,4,4,4,1
"2303",1119008,23700062262,1132,1,"GR",2.09,652159,"PROCTER","PUFFS PL",1.44,"WHITE","FAMILY","ALOE VER","2 PLY","TOP & SI",2.09,0.014513889,0,7,2,1,2,6,4,10,1,6,4,10,1,0,0,0,2,0,14.33,7,1163,4,4,4,1
"2304",1119008,23700062262,1163,1,"GR",2.09,652159,"PROCTER","PUFFS PL",1.44,"WHITE","FAMILY","ALOE VER","2 PLY","TOP & SI",2.09,0.014513889,0,7,2,1,2,6,4,10,1,6,4,10,1,0,0,0,2,0,14.33,7,1163,4,4,4,1
"2516",1120634,23700062262,1116,2,"GR",3.98,213290,"PROCTER","PUFFS PL",1.44,"WHITE","FAMILY","ALOE VER","2 PLY","TOP & SI",1.99,0.013819444,0,7,3,1,2,5,6,10,1,5,4,2,0,0,1,0,2,1,21.79,10,1165,4,4,4,1
"2517",1120634,23700062262,1154,1,"GR",1.99,213290,"PROCTER","PUFFS PL",1.44,"WHITE","FAMILY","ALOE VER","2 PLY","TOP & SI",1.99,0.013819444,0,7,3,1,2,5,6,10,1,5,4,2,0,0,1,0,2,1,21.79,10,1165,4,4,4,1
"2518",1120634,23700062262,1138,1,"GR",1.99,213290,"PROCTER","PUFFS PL",1.44,"WHITE","FAMILY","ALOE VER","2 PLY","TOP & SI",1.99,0.013819444,0,7,3,1,2,5,6,10,1,5,4,2,0,0,1,0,2,1,21.79,10,1165,4,4,4,1
"2519",1120634,23700062262,1129,1,"GR",1.99,213290,"PROCTER","PUFFS PL",1.44,"WHITE","FAMILY","ALOE VER","2 PLY","TOP & SI",1.99,0.013819444,0,7,3,1,2,5,6,10,1,5,4,2,0,0,1,0,2,1,21.79,10,1165,4,4,4,1
"2520",1120634,23700062262,1120,1,"GR",1.99,213290,"PROCTER","PUFFS PL",1.44,"WHITE","FAMILY","ALOE VER","2 PLY","TOP & SI",1.99,0.013819444,0,7,3,1,2,5,6,10,1,5,4,2,0,0,1,0,2,1,21.79,10,1165,4,4,4,1
"2521",1120634,23700062262,1156,1,"GR",1.99,213290,"PROCTER","PUFFS PL",1.44,"WHITE","FAMILY","ALOE VER","2 PLY","TOP & SI",1.99,0.013819444,0,7,3,1,2,5,6,10,1,5,4,2,0,0,1,0,2,1,21.79,10,1165,4,4,4,1
"2522",1120634,23700062262,1151,1,"GR",1.99,213290,"PROCTER","PUFFS PL",1.44,"WHITE","FAMILY","ALOE VER","2 PLY","TOP & SI",1.99,0.013819444,0,7,3,1,2,5,6,10,1,5,4,2,0,0,1,0,2,1,21.79,10,1165,4,4,4,1
"2523",1120634,23700062262,1123,1,"GR",1.99,213290,"PROCTER","PUFFS PL",1.44,"WHITE","FAMILY","ALOE VER","2 PLY","TOP & SI",1.99,0.013819444,0,7,3,1,2,5,6,10,1,5,4,2,0,0,1,0,2,1,21.79,10,1165,4,4,4,1
"2524",1120634,23700062262,1161,1,"GR",1.99,213290,"PROCTER","PUFFS PL",1.44,"WHITE","FAMILY","ALOE VER","2 PLY","TOP & SI",1.99,0.013819444,0,7,3,1,2,5,6,10,1,5,4,2,0,0,1,0,2,1,21.79,10,1165,4,4,4,1
"2525",1120634,23700062262,1165,1,"GR",1.89,213290,"PROCTER","PUFFS PL",1.44,"WHITE","FAMILY","ALOE VER","2 PLY","TOP & SI",1.89,0.013125,0,7,3,1,2,5,6,10,1,5,4,2,0,0,1,0,2,1,21.79,10,1165,4,4,4,1
"2803",1121681,43700062811,1148,1,"GR",1.39,213290,"PROCTER","PUFFS AD",0.64,"WHITE","MISSING","MISSING","2 PLY","TOP OPEN",1.39,0.02171875,0,6,2,1,2,6,4,10,1,6,4,10,1,0,0,0,2,0,13.9,9,1165,4,4,4,1
"2804",1121681,43700062811,1149,1,"GR",1.39,213290,"PROCTER","PUFFS AD",0.64,"WHITE","MISSING","MISSING","2 PLY","TOP OPEN",1.39,0.02171875,0,6,2,1,2,6,4,10,1,6,4,10,1,0,0,0,2,0,13.9,9,1165,4,4,4,1
"2805",1121681,43700062811,1149,1,"GR",1.39,213290,"PROCTER","PUFFS AD",0.64,"WHITE","MISSING","MISSING","2 PLY","TOP OPEN",1.39,0.02171875,0,6,2,1,2,6,4,10,1,6,4,10,1,0,0,0,2,0,13.9,9,1165,4,4,4,1
"2806",1121681,43700062811,1163,1,"GR",1.39,213290,"PROCTER","PUFFS AD",0.64,"WHITE","MISSING","MISSING","2 PLY","TOP OPEN",1.39,0.02171875,0,6,2,1,2,6,4,10,1,6,4,10,1,0,0,0,2,0,13.9,9,1165,4,4,4,1
"2807",1121681,43700062811,1164,1,"GR",1.39,213290,"PROCTER","PUFFS AD",0.64,"WHITE","MISSING","MISSING","2 PLY","TOP OPEN",1.39,0.02171875,0,6,2,1,2,6,4,10,1,6,4,10,1,0,0,0,2,0,13.9,9,1165,4,4,4,1
"2808",1121681,43700062811,1156,1,"GR",1.39,213290,"PROCTER","PUFFS AD",0.64,"WHITE","MISSING","MISSING","2 PLY","TOP OPEN",1.39,0.02171875,0,6,2,1,2,6,4,10,1,6,4,10,1,0,0,0,2,0,13.9,9,1165,4,4,4,1
"2809",1121681,43700062811,1165,1,"GR",1.39,213290,"PROCTER","PUFFS AD",0.64,"WHITE","MISSING","MISSING","2 PLY","TOP OPEN",1.39,0.02171875,0,6,2,1,2,6,4,10,1,6,4,10,1,0,0,0,2,0,13.9,9,1165,4,4,4,1
"2810",1121681,43700062811,1149,1,"GR",1.39,213290,"PROCTER","PUFFS AD",0.64,"WHITE","MISSING","MISSING","2 PLY","TOP OPEN",1.39,0.02171875,0,6,2,1,2,6,4,10,1,6,4,10,1,0,0,0,2,0,13.9,9,1165,4,4,4,1
"2811",1121681,43700062811,1156,2,"GR",2.78,213290,"PROCTER","PUFFS AD",0.64,"WHITE","MISSING","MISSING","2 PLY","TOP OPEN",1.39,0.02171875,0,6,2,1,2,6,4,10,1,6,4,10,1,0,0,0,2,0,13.9,9,1165,4,4,4,1
"3318",1124537,23700062262,1118,1,"GR",2.09,652159,"PROCTER","PUFFS PL",1.44,"WHITE","FAMILY","ALOE VER","2 PLY","TOP & SI",2.09,0.014513889,0,9,2,1,2,7,9,11,1,4,6,4,0,0,0,2,3,0,16.71,8,1165,4,4,4,1
"3319",1124537,23700062262,1165,1,"GR",2.09,652159,"PROCTER","PUFFS PL",1.44,"WHITE","FAMILY","ALOE VER","2 PLY","TOP & SI",2.09,0.014513889,0,9,2,1,2,7,9,11,1,4,6,4,0,0,0,2,3,0,16.71,8,1165,4,4,4,1
"3320",1124537,23700062262,1165,1,"GR",2.09,652159,"PROCTER","PUFFS PL",1.44,"WHITE","FAMILY","ALOE VER","2 PLY","TOP & SI",2.09,0.014513889,0,9,2,1,2,7,9,11,1,4,6,4,0,0,0,2,3,0,16.71,8,1165,4,4,4,1
"3321",1124537,23700062262,1131,1,"GR",2.09,234140,"PROCTER","PUFFS PL",1.44,"WHITE","FAMILY","ALOE VER","2 PLY","TOP & SI",2.09,0.014513889,0,9,2,1,2,7,9,11,1,4,6,4,0,0,0,2,3,0,16.71,8,1165,4,4,4,1
"3322",1124537,23700062262,1122,1,"GR",2.08,248128,"PROCTER","PUFFS PL",1.44,"WHITE","FAMILY","ALOE VER","2 PLY","TOP & SI",2.08,0.014444444,0,9,2,1,2,7,9,11,1,4,6,4,0,0,0,2,3,0,16.71,8,1165,4,4,4,1
"3323",1124537,23700062262,1165,1,"GR",2.09,652159,"PROCTER","PUFFS PL",1.44,"WHITE","FAMILY","ALOE VER","2 PLY","TOP & SI",2.09,0.014513889,0,9,2,1,2,7,9,11,1,4,6,4,0,0,0,2,3,0,16.71,8,1165,4,4,4,1
"3324",1124537,23700062262,1131,1,"GR",2.09,234140,"PROCTER","PUFFS PL",1.44,"WHITE","FAMILY","ALOE VER","2 PLY","TOP & SI",2.09,0.014513889,0,9,2,1,2,7,9,11,1,4,6,4,0,0,0,2,3,0,16.71,8,1165,4,4,4,1
"3325",1124537,23700062262,1131,1,"GR",2.09,234140,"PROCTER","PUFFS PL",1.44,"WHITE","FAMILY","ALOE VER","2 PLY","TOP & SI",2.09,0.014513889,0,9,2,1,2,7,9,11,1,4,6,4,0,0,0,2,3,0,16.71,8,1165,4,4,4,1
"3677",1127399,23700033566,1142,1,"GR",4.99,652159,"PROCTER","PUFFS",6.48,"WHITE","MISSING","NO LOTIO","2 PLY","TOP & SI",4.99,0.007700617,0,10,5,1,2,4,7,1,0,4,7,1,0,0,1,0,2,1,38.72,7,1165,4,4,4,1
"3678",1127399,23700033566,1142,1,"GR",4.99,652159,"PROCTER","PUFFS",6.48,"WHITE","MISSING","NO LOTIO","2 PLY","TOP & SI",4.99,0.007700617,0,10,5,1,2,4,7,1,0,4,7,1,0,0,1,0,2,1,38.72,7,1165,4,4,4,1
"3679",1127399,23700033566,1126,1,"GR",4.99,652159,"PROCTER","PUFFS",6.48,"WHITE","MISSING","NO LOTIO","2 PLY","TOP & SI",4.99,0.007700617,0,10,5,1,2,4,7,1,0,4,7,1,0,0,1,0,2,1,38.72,7,1165,4,4,4,1
"3680",1127399,23700033566,1114,1,"DR",3.79,8046669,"PROCTER","PUFFS",6.48,"WHITE","MISSING","NO LOTIO","2 PLY","TOP & SI",3.79,0.005848765,0,10,5,1,2,4,7,1,0,4,7,1,0,0,1,0,2,1,38.72,7,1165,4,4,4,1
"3681",1127399,23700033566,1147,1,"GR",4.99,213290,"PROCTER","PUFFS",6.48,"WHITE","MISSING","NO LOTIO","2 PLY","TOP & SI",4.99,0.007700617,0,10,5,1,2,4,7,1,0,4,7,1,0,0,1,0,2,1,38.72,7,1165,4,4,4,1
"3682",1127399,23700033566,1165,2,"GR",9.98,652159,"PROCTER","PUFFS",6.48,"WHITE","MISSING","NO LOTIO","2 PLY","TOP & SI",4.99,0.007700617,0,10,5,1,2,4,7,1,0,4,7,1,0,0,1,0,2,1,38.72,7,1165,4,4,4,1
"3683",1127399,23700033566,1137,1,"GR",4.99,652159,"PROCTER","PUFFS",6.48,"WHITE","MISSING","NO LOTIO","2 PLY","TOP & SI",4.99,0.007700617,0,10,5,1,2,4,7,1,0,4,7,1,0,0,1,0,2,1,38.72,7,1165,4,4,4,1
"3908",1128587,23700033566,1146,1,"GR",4.99,213290,"PROCTER","PUFFS",6.48,"WHITE","MISSING","NO LOTIO","2 PLY","TOP & SI",4.99,0.007700617,0,5,2,1,2,7,9,11,1,6,4,10,1,1,0,0,3,1,89.82,18,1164,4,4,4,1
"3909",1128587,23700033566,1153,1,"GR",4.99,648764,"PROCTER","PUFFS",6.48,"WHITE","MISSING","NO LOTIO","2 PLY","TOP & SI",4.99,0.007700617,0,5,2,1,2,7,9,11,1,6,4,10,1,1,0,0,3,1,89.82,18,1164,4,4,4,1
"3910",1128587,23700033566,1121,1,"GR",4.99,213290,"PROCTER","PUFFS",6.48,"WHITE","MISSING","NO LOTIO","2 PLY","TOP & SI",4.99,0.007700617,0,5,2,1,2,7,9,11,1,6,4,10,1,1,0,0,3,1,89.82,18,1164,4,4,4,1
"3911",1128587,23700033566,1130,1,"GR",4.99,648764,"PROCTER","PUFFS",6.48,"WHITE","MISSING","NO LOTIO","2 PLY","TOP & SI",4.99,0.007700617,0,5,2,1,2,7,9,11,1,6,4,10,1,1,0,0,3,1,89.82,18,1164,4,4,4,1
"3912",1128587,23700033566,1141,1,"GR",4.99,648764,"PROCTER","PUFFS",6.48,"WHITE","MISSING","NO LOTIO","2 PLY","TOP & SI",4.99,0.007700617,0,5,2,1,2,7,9,11,1,6,4,10,1,1,0,0,3,1,89.82,18,1164,4,4,4,1
"3913",1128587,23700033566,1136,1,"GR",4.99,213290,"PROCTER","PUFFS",6.48,"WHITE","MISSING","NO LOTIO","2 PLY","TOP & SI",4.99,0.007700617,0,5,2,1,2,7,9,11,1,6,4,10,1,1,0,0,3,1,89.82,18,1164,4,4,4,1
"3914",1128587,23700033566,1154,1,"GR",4.99,213290,"PROCTER","PUFFS",6.48,"WHITE","MISSING","NO LOTIO","2 PLY","TOP & SI",4.99,0.007700617,0,5,2,1,2,7,9,11,1,6,4,10,1,1,0,0,3,1,89.82,18,1164,4,4,4,1
"3915",1128587,23700033566,1159,1,"GR",4.99,648764,"PROCTER","PUFFS",6.48,"WHITE","MISSING","NO LOTIO","2 PLY","TOP & SI",4.99,0.007700617,0,5,2,1,2,7,9,11,1,6,4,10,1,1,0,0,3,1,89.82,18,1164,4,4,4,1
"3916",1128587,23700033566,1157,1,"GR",4.99,213290,"PROCTER","PUFFS",6.48,"WHITE","MISSING","NO LOTIO","2 PLY","TOP & SI",4.99,0.007700617,0,5,2,1,2,7,9,11,1,6,4,10,1,1,0,0,3,1,89.82,18,1164,4,4,4,1
"3917",1128587,23700033566,1151,1,"GR",4.99,648764,"PROCTER","PUFFS",6.48,"WHITE","MISSING","NO LOTIO","2 PLY","TOP & SI",4.99,0.007700617,0,5,2,1,2,7,9,11,1,6,4,10,1,1,0,0,3,1,89.82,18,1164,4,4,4,1
"3918",1128587,23700033566,1152,1,"GR",4.99,213290,"PROCTER","PUFFS",6.48,"WHITE","MISSING","NO LOTIO","2 PLY","TOP & SI",4.99,0.007700617,0,5,2,1,2,7,9,11,1,6,4,10,1,1,0,0,3,1,89.82,18,1164,4,4,4,1
"3919",1128587,23700033566,1134,1,"GR",4.99,652159,"PROCTER","PUFFS",6.48,"WHITE","MISSING","NO LOTIO","2 PLY","TOP & SI",4.99,0.007700617,0,5,2,1,2,7,9,11,1,6,4,10,1,1,0,0,3,1,89.82,18,1164,4,4,4,1
"3920",1128587,23700033566,1117,1,"GR",4.99,648764,"PROCTER","PUFFS",6.48,"WHITE","MISSING","NO LOTIO","2 PLY","TOP & SI",4.99,0.007700617,0,5,2,1,2,7,9,11,1,6,4,10,1,1,0,0,3,1,89.82,18,1164,4,4,4,1
"3921",1128587,23700033566,1162,1,"GR",4.99,213290,"PROCTER","PUFFS",6.48,"WHITE","MISSING","NO LOTIO","2 PLY","TOP & SI",4.99,0.007700617,0,5,2,1,2,7,9,11,1,6,4,10,1,1,0,0,3,1,89.82,18,1164,4,4,4,1
"3922",1128587,23700033566,1152,1,"GR",4.99,648764,"PROCTER","PUFFS",6.48,"WHITE","MISSING","NO LOTIO","2 PLY","TOP & SI",4.99,0.007700617,0,5,2,1,2,7,9,11,1,6,4,10,1,1,0,0,3,1,89.82,18,1164,4,4,4,1
"3923",1128587,23700033566,1164,1,"GR",4.99,648764,"PROCTER","PUFFS",6.48,"WHITE","MISSING","NO LOTIO","2 PLY","TOP & SI",4.99,0.007700617,0,5,2,1,2,7,9,11,1,6,4,10,1,1,0,0,3,1,89.82,18,1164,4,4,4,1
"3924",1128587,23700033566,1147,1,"GR",4.99,648764,"PROCTER","PUFFS",6.48,"WHITE","MISSING","NO LOTIO","2 PLY","TOP & SI",4.99,0.007700617,0,5,2,1,2,7,9,11,1,6,4,10,1,1,0,0,3,1,89.82,18,1164,4,4,4,1
"3925",1128587,23700033566,1163,1,"GR",4.99,213290,"PROCTER","PUFFS",6.48,"WHITE","MISSING","NO LOTIO","2 PLY","TOP & SI",4.99,0.007700617,0,5,2,1,2,7,9,11,1,6,4,10,1,1,0,0,3,1,89.82,18,1164,4,4,4,1
"3926",1128587,23700062960,1154,1,"GR",4.99,213290,"PROCTER","PUFFS PL",4.32,"WHITE","FAMILY","ALOE VER","2 PLY","TOP & SI",4.99,0.011550926,0,5,2,1,2,7,9,11,1,6,4,10,1,1,0,0,3,1,109.78,19,1165,4,4,4,1
"3927",1128587,23700062960,1164,1,"GR",4.99,213290,"PROCTER","PUFFS PL",4.32,"WHITE","FAMILY","ALOE VER","2 PLY","TOP & SI",4.99,0.011550926,0,5,2,1,2,7,9,11,1,6,4,10,1,1,0,0,3,1,109.78,19,1165,4,4,4,1
"3928",1128587,23700062960,1128,1,"GR",4.99,648764,"PROCTER","PUFFS PL",4.32,"WHITE","FAMILY","ALOE VER","2 PLY","TOP & SI",4.99,0.011550926,0,5,2,1,2,7,9,11,1,6,4,10,1,1,0,0,3,1,109.78,19,1165,4,4,4,1
"3929",1128587,23700062960,1131,2,"GR",9.98,648764,"PROCTER","PUFFS PL",4.32,"WHITE","FAMILY","ALOE VER","2 PLY","TOP & SI",4.99,0.011550926,0,5,2,1,2,7,9,11,1,6,4,10,1,1,0,0,3,1,109.78,19,1165,4,4,4,1
"3930",1128587,23700062960,1140,1,"GR",4.99,652159,"PROCTER","PUFFS PL",4.32,"WHITE","FAMILY","ALOE VER","2 PLY","TOP & SI",4.99,0.011550926,0,5,2,1,2,7,9,11,1,6,4,10,1,1,0,0,3,1,109.78,19,1165,4,4,4,1
"3931",1128587,23700062960,1146,1,"GR",4.99,652159,"PROCTER","PUFFS PL",4.32,"WHITE","FAMILY","ALOE VER","2 PLY","TOP & SI",4.99,0.011550926,0,5,2,1,2,7,9,11,1,6,4,10,1,1,0,0,3,1,109.78,19,1165,4,4,4,1
"3932",1128587,23700062960,1130,2,"GR",9.98,213290,"PROCTER","PUFFS PL",4.32,"WHITE","FAMILY","ALOE VER","2 PLY","TOP & SI",4.99,0.011550926,0,5,2,1,2,7,9,11,1,6,4,10,1,1,0,0,3,1,109.78,19,1165,4,4,4,1
"3933",1128587,23700062960,1149,1,"GR",4.99,213290,"PROCTER","PUFFS PL",4.32,"WHITE","FAMILY","ALOE VER","2 PLY","TOP & SI",4.99,0.011550926,0,5,2,1,2,7,9,11,1,6,4,10,1,1,0,0,3,1,109.78,19,1165,4,4,4,1
"3934",1128587,23700062960,1154,1,"GR",4.99,652159,"PROCTER","PUFFS PL",4.32,"WHITE","FAMILY","ALOE VER","2 PLY","TOP & SI",4.99,0.011550926,0,5,2,1,2,7,9,11,1,6,4,10,1,1,0,0,3,1,109.78,19,1165,4,4,4,1
"3935",1128587,23700062960,1126,1,"GR",4.99,648764,"PROCTER","PUFFS PL",4.32,"WHITE","FAMILY","ALOE VER","2 PLY","TOP & SI",4.99,0.011550926,0,5,2,1,2,7,9,11,1,6,4,10,1,1,0,0,3,1,109.78,19,1165,4,4,4,1
"3936",1128587,23700062960,1121,1,"GR",4.99,648764,"PROCTER","PUFFS PL",4.32,"WHITE","FAMILY","ALOE VER","2 PLY","TOP & SI",4.99,0.011550926,0,5,2,1,2,7,9,11,1,6,4,10,1,1,0,0,3,1,109.78,19,1165,4,4,4,1
"3937",1128587,23700062960,1165,1,"GR",4.99,213290,"PROCTER","PUFFS PL",4.32,"WHITE","FAMILY","ALOE VER","2 PLY","TOP & SI",4.99,0.011550926,0,5,2,1,2,7,9,11,1,6,4,10,1,1,0,0,3,1,109.78,19,1165,4,4,4,1
"3938",1128587,23700062960,1149,1,"GR",4.99,648764,"PROCTER","PUFFS PL",4.32,"WHITE","FAMILY","ALOE VER","2 PLY","TOP & SI",4.99,0.011550926,0,5,2,1,2,7,9,11,1,6,4,10,1,1,0,0,3,1,109.78,19,1165,4,4,4,1
"3939",1128587,23700062960,1130,1,"GR",4.99,648764,"PROCTER","PUFFS PL",4.32,"WHITE","FAMILY","ALOE VER","2 PLY","TOP & SI",4.99,0.011550926,0,5,2,1,2,7,9,11,1,6,4,10,1,1,0,0,3,1,109.78,19,1165,4,4,4,1
